cote_carnet,Nom_image,Piece,titre_carnet,annees,Intitule,Lieu_Precis,coordonnées géographiques,Support,Dimensions_largeur_hauteur),Precision_vue
93AJ/316/12,FRAN126_0517_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Sarcelles,,"48.997222222222,2.3780555555556",Papier,"20 x 14,5 cm",fol. 17v-18r
93AJ/316/12,FRAN126_0518_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Jouy-en-Josas,,"48.768055555556,2.1669444444444",Papier,"20 x 14,5 cm",fol. 18v-19r
93AJ/316/12,FRAN126_0519_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Saclay,,"48.730833333333,2.1733333333333",Papier,"20 x 14,5 cm",fol. 19v-20r
93AJ/316/12,FRAN126_0520_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Palaiseau,,"48.718333333333,2.2497222222222",Papier,"20 x 14,5 cm",fol. 20v-21r
93AJ/316/12,FRAN126_0521_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Palaiseau,,"48.718333333333,2.2497222222222",Papier,"20 x 14,5 cm",fol. 21v-22r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Wissous,,"48.730833333333,2.3272222222222",,,
93AJ/316/12,FRAN126_0522_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Dieppe,,"49.921666666667,1.0777777777778",Papier,"20 x 14,5 cm",fol. 22v-23r
93AJ/316/12,FRAN126_0523_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Dieppe,,"49.921666666667,1.0777777777778",Papier,"20 x 14,5 cm",fol. 23v-24r
93AJ/316/12,FRAN126_0524_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Dieppe,,"49.921666666667,1.0777777777778",Papier,"20 x 14,5 cm",fol. 24v-25r
93AJ/316/12,FRAN126_0525_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Dieppe,,"49.921666666667,1.0777777777778",Papier,"20 x 14,5 cm",fol. 25v-26r
93AJ/316/12,FRAN126_0526_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Eu,,"50.047222222222,1.4197222222222",Papier,"20 x 14,5 cm",fol. 26v-27r
93AJ/316/12,FRAN126_0527_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Eu,,"50.047222222222,1.4197222222222",Papier,"20 x 14,5 cm",fol. 27v-28r
93AJ/316/12,FRAN126_0528_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Eu,,"50.047222222222,1.4197222222222",Papier,"20 x 14,5 cm",fol. 28v-29r
93AJ/316/12,FRAN126_0529_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Eu,,"50.047222222222,1.4197222222222",Papier,"20 x 14,5 cm",fol. 29v-30r
93AJ/316/12,FRAN126_0530_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Rueil-Malmaison,,"48.877777777778,2.1883333333333",Papier,"20 x 14,5 cm",fol. 30v-31r
93AJ/316/12,FRAN126_0531_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Rueil-Malmaison,,"48.877777777778,2.1883333333333",Papier,"20 x 14,5 cm",fol. 31v-32r
93AJ/316/12,FRAN126_0532_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Bougival,,"48.865,2.1394444444444",Papier,"20 x 14,5 cm",fol. 32v-33r
93AJ/316/12,FRAN126_0533_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Morienval,,"49.298055555556,2.92",Papier,"20 x 14,5 cm",fol. 33v-34r
93AJ/316/12,FRAN126_0534_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Morienval,,"49.298055555556,2.92",Papier,"20 x 14,5 cm",fol. 34v-35r
93AJ/316/12,FRAN126_0535_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Morienval,,"49.298055555556,2.92",Papier,"20 x 14,5 cm",fol. 35v-36r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Gometz-le-Châtel,,"48.678611111111,2.1386111111111",,,
93AJ/316/12,FRAN126_0536_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Nanterre,,"48.890555555556,2.2036111111111",Papier,"20 x 14,5 cm",fol. 36v-37r
93AJ/316/12,FRAN126_0537_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Nanterre,,"48.890555555556,2.2036111111111",Papier,"20 x 14,5 cm",fol. 37v-38r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Gonesse,,"48.986666666667,2.4486111111111",,,
93AJ/316/12,FRAN126_0538_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Gonesse,,"48.986666666667,2.4486111111111",Papier,"20 x 14,5 cm",fol. 38v-39r
93AJ/316/12,FRAN126_0539_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Gonesse,,"48.986666666667,2.4486111111111",Papier,"20 x 14,5 cm",fol. 39v-40r
93AJ/316/12,FRAN126_0540_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Conflans-Sainte-Honorine,,"48.997222222222,2.0944444444444",Papier,"20 x 14,5 cm",fol. 40v-41r
93AJ/316/12,FRAN126_0541_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Conflans-Sainte-Honorine,,"48.997222222222,2.0944444444444",Papier,"20 x 14,5 cm",fol. 41v-42r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Andrésy,,"48.980833333333,2.0583333333333",,,
93AJ/316/12,FRAN126_0542_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Triel-sur-Seine,,"48.980833333333,2.0061111111111",Papier,"20 x 14,5 cm",fol. 42v-43r
93AJ/316/12,FRAN126_0543_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Triel-sur-Seine,,"48.980833333333,2.0061111111111",Papier,"20 x 14,5 cm",fol. 43v-44r
93AJ/316/12,FRAN126_0544_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Meulan-en-Yvelines,,"49.006111111111,1.9063888888889",Papier,"20 x 14,5 cm",fol. 44v-45r
93AJ/316/12,FRAN126_0545_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Meulan-en-Yvelines,,"49.006111111111,1.9063888888889",Papier,"20 x 14,5 cm",fol. 45v-46r
93AJ/316/12,FRAN126_0546_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Grenoble,,"45.186944444444,5.7263888888889",Papier,"20 x 14,5 cm",fol. 46v-47r
93AJ/316/12,FRAN126_0547_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Grenoble,,"45.186944444444,5.7263888888889",Papier,"20 x 14,5 cm",fol. 47v-48r
93AJ/316/12,FRAN126_0548_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Saint-Pierre-d'Allevard,,"45.374722222222,6.0480555555556",Papier,"20 x 14,5 cm",fol. 48v-49r
93AJ/316/12,FRAN126_0549_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Saint-Pierre-d'Allevard,,"45.374722222222,6.0480555555556",Papier,"20 x 14,5 cm",fol. 49v-50r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Grenoble,,"45.186944444444,5.7263888888889",,,
93AJ/316/12,FRAN126_0550_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Grenoble,,"45.186944444444,5.7263888888889",Papier,"20 x 14,5 cm",fol. 50v-51r
93AJ/316/12,FRAN126_0551_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Grenoble,,"45.186944444444,5.7263888888889",Papier,"20 x 14,5 cm",fol. 51v-52r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Gap,,"44.558611111111,6.0777777777778",,,
93AJ/316/12,FRAN126_0552_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Gap,,"44.558611111111,6.0777777777778",Papier,"20 x 14,5 cm",fol. 52v-53r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Sisteron,,"44.19,5.9463888888889",,,
93AJ/316/12,FRAN126_0553_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Sisteron,,"44.19,5.9463888888889",Papier,"20 x 14,5 cm",fol. 53v-54r
93AJ/316/12,FRAN126_0554_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Sisteron,,"44.19,5.9463888888889",Papier,"20 x 14,5 cm",fol. 54v-55r
93AJ/316/12,FRAN126_0555_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Sisteron,,"44.19,5.9463888888889",Papier,"20 x 14,5 cm",fol. 55v-56r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Avignon,,"43.948611111111,4.8083333333333",,,
93AJ/316/12,FRAN126_0556_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Avignon,,"43.948611111111,4.8083333333333",Papier,"20 x 14,5 cm",fol. 56v-57r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Orange,,"44.1375,4.8088888888889",,,
93AJ/316/12,FRAN126_0557_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Orange,,"44.1375,4.8088888888889",Papier,"20 x 14,5 cm",fol. 57v-58r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Vaison-la-Romaine,,"44.240833333333,5.075",,,
93AJ/316/12,FRAN126_0558_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Vaison-la-Romaine,,"44.240833333333,5.075",Papier,"20 x 14,5 cm",fol. 58v-59r
93AJ/316/12,FRAN126_0559_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Vaison-la-Romaine,,"44.240833333333,5.075",Papier,"20 x 14,5 cm",fol. 59v-60r
93AJ/316/12,FRAN126_0560_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Vaison-la-Romaine,,"44.240833333333,5.075",Papier,"20 x 14,5 cm",fol. 60v-61r
93AJ/316/12,FRAN126_0561_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Vaison-la-Romaine,,"44.240833333333,5.075",Papier,"20 x 14,5 cm",fol. 61v-62r
93AJ/316/12,FRAN126_0562_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Vaison-la-Romaine,,"44.240833333333,5.075",Papier,"20 x 14,5 cm",fol. 62v-63r
93AJ/316/12,,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Malaucène,,"44.174166666667,5.1322222222222",,,
93AJ/316/12,FRAN126_0563_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Malaucène,,"44.174166666667,5.1322222222222",Papier,"20 x 14,5 cm",fol. 63V
93AJ/316/12,FRAN126_0564_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Vaison-la-Romaine,,"44.240833333333,5.075",Papier,"20 x 14,5 cm",fol. 64R
93AJ/316/12,FRAN126_0565_L.jpg,Carnet n°18,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",1852,Vaison-la-Romaine,,"44.240833333333,5.075",Papier,"20 x 14,5 cm",fol. 64v-65r
93AJ/316/13,FRAN126_0572_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Ruffec,,"46.629166666667,1.1713888888889",Papier,"19,5 x 15 cm",fol. 2v-3r
93AJ/316/13,FRAN126_0573_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Ruffec,,"46.629166666667,1.1713888888889",Papier,"19,5 x 15 cm",fol. 3v-4r
93AJ/316/13,FRAN126_0575_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Civray,,"46.148055555556,0.29527777777778",Papier,"19,5 x 15 cm",fol. 5v-6r
93AJ/316/13,FRAN126_0576_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Civray,,"46.148055555556,0.29527777777778",Papier,"19,5 x 15 cm",fol. 6v-7r
93AJ/316/13,FRAN126_0577_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Civray,,"46.148055555556,0.29527777777778",Papier,"19,5 x 15 cm",fol. 7v-8r
93AJ/316/13,FRAN126_0578_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 8v-9r
93AJ/316/13,FRAN126_0579_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 9v-10r
93AJ/316/13,FRAN126_0580_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 10v-11r
93AJ/316/13,FRAN126_0581_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 11v-12r
93AJ/316/13,FRAN126_0582_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 12v-13r
93AJ/316/13,FRAN126_0583_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 13v-14r
93AJ/316/13,FRAN126_0584_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 14v-15r
93AJ/316/13,FRAN126_0585_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 15v-16r
93AJ/316/13,FRAN126_0586_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 16v-17r
93AJ/316/13,FRAN126_0587_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 17v-18r
93AJ/316/13,FRAN126_0588_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bordeaux,,"44.837777777778,-0.57944444444444",Papier,"19,5 x 15 cm",fol. 18v-19r
93AJ/316/13,,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bayonne,,"43.4925,-1.4763888888889",,,
93AJ/316/13,FRAN126_0589_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bayonne,,"43.4925,-1.4763888888889",Papier,"19,5 x 15 cm",fol. 19v-20r
93AJ/316/13,FRAN126_0590_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Bayonne,,"43.4925,-1.4763888888889",Papier,"19,5 x 15 cm",fol. 20v-21r
93AJ/316/13,FRAN126_0591_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Jean-de-Luz,,"43.390277777778,-1.6597222222222",Papier,"19,5 x 15 cm",fol. 21v-22r
93AJ/316/13,FRAN126_0592_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,collégiale royale de Roncevaux,,"43.0097,-1.32004",Papier,"19,5 x 15 cm",fol. 22v-23r
93AJ/316/13,FRAN126_0593_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,collégiale royale de Roncevaux,,"43.0097,-1.32004",Papier,"19,5 x 15 cm",fol. 23v-24r
93AJ/316/13,FRAN126_0595_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Laruns,,"42.987222222222,-0.42722222222222",Papier,"19,5 x 15 cm",fol. 25v-26r
93AJ/316/13,,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Argelès-sur-Mer,,"42.546111111111,3.0238888888889",,,
93AJ/316/13,FRAN126_0596_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Luz-Saint-Sauveur,,"42.871666666667,-0.0019444444444444",Papier,"19,5 x 15 cm",fol. 26v-27r
93AJ/316/13,FRAN126_0597_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Luz-Saint-Sauveur,,"42.871666666667,-0.0019444444444444",Papier,"19,5 x 15 cm",fol. 27v-28r
93AJ/316/13,,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Aventin,,"42.806388888889,0.54611111111111",,,
93AJ/316/13,FRAN126_0598_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Aventin,,"42.806388888889,0.54611111111111",Papier,"19,5 x 15 cm",fol. 28v-29r
93AJ/316/13,FRAN126_0599_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Aventin,,"42.806388888889,0.54611111111111",Papier,"19,5 x 15 cm",fol. 29v-30r
93AJ/316/13,FRAN126_0600_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Aventin,,"42.806388888889,0.54611111111111",Papier,"19,5 x 15 cm",fol. 30v-31r
93AJ/316/13,,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Gaudens,,"43.108055555556,0.72333333333333",,,
93AJ/316/13,FRAN126_0601_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Gaudens,,"43.108055555556,0.72333333333333",Papier,"19,5 x 15 cm",fol. 31v-32r
93AJ/316/13,,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Bertrand-de-Comminges,,"43.0275,0.57083333333333",,,
93AJ/316/13,FRAN126_0602_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Bertrand-de-Comminges,,"43.0275,0.57083333333333",Papier,"19,5 x 15 cm",fol. 32v-33r
93AJ/316/13,FRAN126_0603_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Saint-Bertrand-de-Comminges,,"43.0275,0.57083333333333",Papier,"19,5 x 15 cm",fol. 33v-34r
93AJ/316/13,FRAN126_0604_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Valcabrère,,"43.032777777778,0.58166666666667",Papier,"19,5 x 15 cm",fol. 34v-35r
93AJ/316/13,FRAN126_0605_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Valcabrère,,"43.032777777778,0.58166666666667",Papier,"19,5 x 15 cm",fol. 35v-36r
93AJ/316/13,FRAN126_0606_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Valcabrère,,"43.032777777778,0.58166666666667",Papier,"19,5 x 15 cm",fol. 36v-37r
93AJ/316/13,,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Toulouse,,"43.604444444444,1.4438888888889",,,
93AJ/316/13,FRAN126_0607_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Toulouse,,"43.604444444444,1.4438888888889",Papier,"19,5 x 15 cm",fol. 37v-38r
93AJ/316/13,FRAN126_0608_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Toulouse,,"43.604444444444,1.4438888888889",Papier,"19,5 x 15 cm",fol. 38v-39r
93AJ/316/13,,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Albi,,"43.928055555556,2.1458333333333",,,
93AJ/316/13,FRAN126_0609_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Albi,,"43.928055555556,2.1458333333333",Papier,"19,5 x 15 cm",fol. 39v-40r
93AJ/316/13,FRAN126_0610_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Albi,,"43.928055555556,2.1458333333333",Papier,"19,5 x 15 cm",fol. 40v-41r
93AJ/316/13,FRAN126_0611_L.jpg,Carnet n°20,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",1853,Albi,,"43.928055555556,2.1458333333333",Papier,"19,5 x 15 cm",fol. 41v-42r
