Cote,Piece,annees,cote_carnet,titre_carnet,Intitule,coordonnées géographiques,Lieu_Precis,Support,Dimensions_largeur_hauteur),Precision_vue,Observations,Nom_image,Localite_Ademec,Lieu visité
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Dieppe,"49.921666666667,1.0777777777778",,Papier,"20 x 14,5 cm",fol. 22v-23r,,FRAN126_0522_L.jpg,Dieppe,Eglise Saint Jacques
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Dieppe,"49.921666666667,1.0777777777778",,Papier,"20 x 14,5 cm",fol. 23v-24r,,FRAN126_0523_L.jpg,Dieppe,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Dieppe,"49.921666666667,1.0777777777778",,Papier,"20 x 14,5 cm",fol. 24v-25r,,FRAN126_0524_L.jpg,Dieppe,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Dieppe,"49.921666666667,1.0777777777778",,Papier,"20 x 14,5 cm",fol. 25v-26r,,FRAN126_0525_L.jpg,Dieppe,Eglise Saint Rémi
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Eu,"50.047222222222,1.4197222222222",,Papier,"20 x 14,5 cm",fol. 26v-27r,,FRAN126_0526_L.jpg,Eu,Eglise
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Eu,"50.047222222222,1.4197222222222",,Papier,"20 x 14,5 cm",fol. 27v-28r,,FRAN126_0527_L.jpg,Eu,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Eu,"50.047222222222,1.4197222222222",,Papier,"20 x 14,5 cm",fol. 28v-29r,,FRAN126_0528_L.jpg,Eu,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Eu,"50.047222222222,1.4197222222222",,Papier,"20 x 14,5 cm",fol. 29v-30r,,FRAN126_0529_L.jpg,Eu,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Rueil-Malmaison,"48.877777777778,2.1883333333333",,Papier,"20 x 14,5 cm",fol. 30v-31r,,FRAN126_0530_L.jpg,,Eglise
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Rueil-Malmaison,"48.877777777778,2.1883333333333",,Papier,"20 x 14,5 cm",fol. 31v-32r,,FRAN126_0531_L.jpg,,Eglise
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Bougival,"48.865,2.1394444444444",,Papier,"20 x 14,5 cm",fol. 32v-33r,,FRAN126_0532_L.jpg,Bougival,Eglise
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Morienval,"49.298055555556,2.92",,Papier,"20 x 14,5 cm",fol. 33v-34r,,FRAN126_0533_L.jpg,Morienval,Eglise
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Morienval,"49.298055555556,2.92",,Papier,"20 x 14,5 cm",fol. 34v-35r,,FRAN126_0534_L.jpg,Morienval,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Morienval,"49.298055555556,2.92",,Papier,"20 x 14,5 cm",fol. 35v-36r,,FRAN126_0535_L.jpg,Morienval,Eglise Saint Clair
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Gometz-le-Châtel,"48.678611111111,2.1386111111111",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Nanterre,"48.890555555556,2.2036111111111",,Papier,"20 x 14,5 cm",fol. 36v-37r,,FRAN126_0536_L.jpg,Nanterre,Saint Maurice
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Nanterre,"48.890555555556,2.2036111111111",,Papier,"20 x 14,5 cm",fol. 37v-38r,,FRAN126_0537_L.jpg,Nanterre,Eglise Saint Pierre
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Gonesse,"48.986666666667,2.4486111111111",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Gonesse,"48.986666666667,2.4486111111111",,Papier,"20 x 14,5 cm",fol. 38v-39r,,FRAN126_0538_L.jpg,Gonesse,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Gonesse,"48.986666666667,2.4486111111111",,Papier,"20 x 14,5 cm",fol. 39v-40r,,FRAN126_0539_L.jpg,Gonesse,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Conflans-Sainte-Honorine,"48.997222222222,2.0944444444444",,Papier,"20 x 14,5 cm",fol. 40v-41r,,FRAN126_0540_L.jpg,Conflans-Sainte-Honorine,Eglise de Sainte Honorine
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Conflans-Sainte-Honorine,"48.997222222222,2.0944444444444",,Papier,"20 x 14,5 cm",fol. 41v-42r,,FRAN126_0541_L.jpg,Conflans-Sainte-Honorine,Eglise Saint Germain
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Andrésy,"48.980833333333,2.0583333333333",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Triel-sur-Seine,"48.980833333333,2.0061111111111",,Papier,"20 x 14,5 cm",fol. 42v-43r,,FRAN126_0542_L.jpg,,Eglise
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Triel-sur-Seine,"48.980833333333,2.0061111111111",,Papier,"20 x 14,5 cm",fol. 43v-44r,,FRAN126_0543_L.jpg,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Meulan-en-Yvelines,"49.006111111111,1.9063888888889",,Papier,"20 x 14,5 cm",fol. 44v-45r,,FRAN126_0544_L.jpg,Meulan-en-Yvelines,Eglise Saint Nicolas
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Meulan-en-Yvelines,"49.006111111111,1.9063888888889",,Papier,"20 x 14,5 cm",fol. 45v-46r,,FRAN126_0545_L.jpg,Meulan-en-Yvelines,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Grenoble,"45.186944444444,5.7263888888889",,Papier,"20 x 14,5 cm",fol. 46v-47r,,FRAN126_0546_L.jpg,Grenoble,Notre Dame
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Grenoble,"45.186944444444,5.7263888888889",,Papier,"20 x 14,5 cm",fol. 47v-48r,,FRAN126_0547_L.jpg,Grenoble,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Saint-Pierre-d'Allevard,"45.374722222222,6.0480555555556",,Papier,"20 x 14,5 cm",fol. 48v-49r,,FRAN126_0548_L.jpg,Saint-Pierre-d'Allevard,Ancien prieuré de Cluny
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Saint-Pierre-d'Allevard,"45.374722222222,6.0480555555556",,Papier,"20 x 14,5 cm",fol. 49v-50r,,FRAN126_0549_L.jpg,Saint-Pierre-d'Allevard,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Grenoble,"45.186944444444,5.7263888888889",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Grenoble,"45.186944444444,5.7263888888889",,Papier,"20 x 14,5 cm",fol. 50v-51r,,FRAN126_0550_L.jpg,Grenoble,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Grenoble,"45.186944444444,5.7263888888889",,Papier,"20 x 14,5 cm",fol. 51v-52r,,FRAN126_0551_L.jpg,Grenoble,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Gap,"44.558611111111,6.0777777777778",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Gap,"44.558611111111,6.0777777777778",,Papier,"20 x 14,5 cm",fol. 52v-53r,,FRAN126_0552_L.jpg,Gap,Cathédrale
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Sisteron,"44.19,5.9463888888889",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Sisteron,"44.19,5.9463888888889",,Papier,"20 x 14,5 cm",fol. 53v-54r,,FRAN126_0553_L.jpg,Sisteron,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Sisteron,"44.19,5.9463888888889",,Papier,"20 x 14,5 cm",fol. 54v-55r,,FRAN126_0554_L.jpg,Sisteron,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Sisteron,"44.19,5.9463888888889",,Papier,"20 x 14,5 cm",fol. 55v-56r,,FRAN126_0555_L.jpg,Sisteron,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Avignon,"43.948611111111,4.8083333333333",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Avignon,"43.948611111111,4.8083333333333",,Papier,"20 x 14,5 cm",fol. 56v-57r,,FRAN126_0556_L.jpg,Avignon,Musée
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Orange,"44.1375,4.8088888888889",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Orange,"44.1375,4.8088888888889",,Papier,"20 x 14,5 cm",fol. 57v-58r,,FRAN126_0557_L.jpg,Orange,Eglise Saint Didier (Avignon)|Eglise Saint Ruf (Avignon)|Théâtre (Orange)|Cathédrale (Orange)
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Vaison-la-Romaine,"44.240833333333,5.075",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Vaison-la-Romaine,"44.240833333333,5.075",,Papier,"20 x 14,5 cm",fol. 58v-59r,,FRAN126_0558_L.jpg,,Cathédrale
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Vaison-la-Romaine,"44.240833333333,5.075",,Papier,"20 x 14,5 cm",fol. 59v-60r,,FRAN126_0559_L.jpg,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Vaison-la-Romaine,"44.240833333333,5.075",,Papier,"20 x 14,5 cm",fol. 60v-61r,,FRAN126_0560_L.jpg,,Eglise Saint Quenin
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Vaison-la-Romaine,"44.240833333333,5.075",,Papier,"20 x 14,5 cm",fol. 61v-62r,,FRAN126_0561_L.jpg,,Cathédrale
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Vaison-la-Romaine,"44.240833333333,5.075",,Papier,"20 x 14,5 cm",fol. 62v-63r,,FRAN126_0562_L.jpg,,Chapelle de Notre Dame du Groseau
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Malaucène,"44.174166666667,5.1322222222222",,,,,,,,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Malaucène,"44.174166666667,5.1322222222222",,Papier,"20 x 14,5 cm",fol. 63V,Feuillet déchiré rabattu vers la droite.,FRAN126_0563_L.jpg,Malaucène,
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Vaison-la-Romaine,"44.240833333333,5.075",,Papier,"20 x 14,5 cm",fol. 64R,Feuillet déchiré rabattu vers la gauche.,FRAN126_0564_L.jpg,,Château
93AJ/316,Carnet n°18,1852,93AJ/316/12,"Voyage en Île-de-France, Normandie, Dauphiné, Provence, Comtat Venaissin et Languedoc",Vaison-la-Romaine,"44.240833333333,5.075",,Papier,"20 x 14,5 cm",fol. 64v-65r,,FRAN126_0565_L.jpg,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Ruffec,"46.629166666667,1.1713888888889",,Papier,"19,5 x 15 cm",fol. 2v-3r,,FRAN126_0572_L.jpg,Ruffec,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Ruffec,"46.629166666667,1.1713888888889",,Papier,"19,5 x 15 cm",fol. 3v-4r,,FRAN126_0573_L.jpg,Ruffec,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Civray,"46.148055555556,0.29527777777778",,Papier,"19,5 x 15 cm",fol. 5v-6r,,FRAN126_0575_L.jpg,Civray,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Civray,"46.148055555556,0.29527777777778",,Papier,"19,5 x 15 cm",fol. 6v-7r,,FRAN126_0576_L.jpg,Civray,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Civray,"46.148055555556,0.29527777777778",,Papier,"19,5 x 15 cm",fol. 7v-8r,,FRAN126_0577_L.jpg,Civray,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 8v-9r,,FRAN126_0578_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 9v-10r,,FRAN126_0579_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 10v-11r,,FRAN126_0580_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 11v-12r,,FRAN126_0581_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 12v-13r,,FRAN126_0582_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 13v-14r,,FRAN126_0583_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 14v-15r,,FRAN126_0584_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 15v-16r,,FRAN126_0585_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 16v-17r,,FRAN126_0586_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 17v-18r,,FRAN126_0587_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bordeaux,"44.837777777778,-0.57944444444444",,Papier,"19,5 x 15 cm",fol. 18v-19r,,FRAN126_0588_L.jpg,Bordeaux,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bayonne,"43.4925,-1.4763888888889",,,,,,,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bayonne,"43.4925,-1.4763888888889",,Papier,"19,5 x 15 cm",fol. 19v-20r,,FRAN126_0589_L.jpg,Bayonne,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Bayonne,"43.4925,-1.4763888888889",,Papier,"19,5 x 15 cm",fol. 20v-21r,,FRAN126_0590_L.jpg,Bayonne,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Jean-de-Luz,"43.390277777778,-1.6597222222222",,Papier,"19,5 x 15 cm",fol. 21v-22r,,FRAN126_0591_L.jpg,Saint-Jean-de-Luz,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",collégiale royale de Roncevaux,"43.0097,-1.32004",,Papier,"19,5 x 15 cm",fol. 22v-23r,,FRAN126_0592_L.jpg,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",collégiale royale de Roncevaux,"43.0097,-1.32004",,Papier,"19,5 x 15 cm",fol. 23v-24r,,FRAN126_0593_L.jpg,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Laruns,"42.987222222222,-0.42722222222222",,Papier,"19,5 x 15 cm",fol. 25v-26r,,FRAN126_0595_L.jpg,Laruns,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Argelès-sur-Mer,"42.546111111111,3.0238888888889",,,,,,,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Luz-Saint-Sauveur,"42.871666666667,-0.0019444444444444",,Papier,"19,5 x 15 cm",fol. 26v-27r,,FRAN126_0596_L.jpg,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Luz-Saint-Sauveur,"42.871666666667,-0.0019444444444444",,Papier,"19,5 x 15 cm",fol. 27v-28r,,FRAN126_0597_L.jpg,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Aventin,"42.806388888889,0.54611111111111",,,,,,,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Aventin,"42.806388888889,0.54611111111111",,Papier,"19,5 x 15 cm",fol. 28v-29r,,FRAN126_0598_L.jpg,Saint-Aventin,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Aventin,"42.806388888889,0.54611111111111",,Papier,"19,5 x 15 cm",fol. 29v-30r,,FRAN126_0599_L.jpg,Saint-Aventin,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Aventin,"42.806388888889,0.54611111111111",,Papier,"19,5 x 15 cm",fol. 30v-31r,,FRAN126_0600_L.jpg,Saint-Aventin,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Gaudens,"43.108055555556,0.72333333333333",,,,,,,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Gaudens,"43.108055555556,0.72333333333333",,Papier,"19,5 x 15 cm",fol. 31v-32r,,FRAN126_0601_L.jpg,Saint-Gaudens,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Bertrand-de-Comminges,"43.0275,0.57083333333333",,,,,,,,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Bertrand-de-Comminges,"43.0275,0.57083333333333",,Papier,"19,5 x 15 cm",fol. 32v-33r,,FRAN126_0602_L.jpg,Saint-Bertrand-de-Comminges,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Saint-Bertrand-de-Comminges,"43.0275,0.57083333333333",,Papier,"19,5 x 15 cm",fol. 33v-34r,,FRAN126_0603_L.jpg,Saint-Bertrand-de-Comminges,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Valcabrère,"43.032777777778,0.58166666666667",,Papier,"19,5 x 15 cm",fol. 34v-35r,,FRAN126_0604_L.jpg,Valcabrère,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Valcabrère,"43.032777777778,0.58166666666667",,Papier,"19,5 x 15 cm",fol. 35v-36r,,FRAN126_0605_L.jpg,Valcabrère,
93AJ/316,Carnet n°20,1853,93AJ/316/13,"Voyage en Angoumois, Guyenne, Pays basque, Béarn, Bigorre, Comminges, Languedoc, Rouergue, Auvergne et Lyonnais",Valcabrère,"43.032777777778,0.58166666666667",,Papier,"19,5 x 15 cm",fol. 36v-37r,,FRAN126_0606_L.jpg,Valcabrère,
